college,rank_2024,rank_2023,gender,caste,branch_code,branch,college_code,students_per_class,fee,seat_category
Visvesvaraya NIT- Nagpur,14403,7930,F,General,MNE,Mining Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
Visvesvaraya NIT- Nagpur,7351,10470,M,General (PwD),MNE,Mining Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General (PwD)
Visvesvaraya NIT- Nagpur,1658,2939,F,EWS,MNE,Mining Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,4351,57872,F,EWS,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,12918,59825,F,EWS (PwD),BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,EWS (PwD)
NIT- Andhra Pradesh,24447,1926,F,OBC-NCL,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,5716,9586,M,OBC-NCL,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,9459,10846,M,OBC-NCL (PwD),BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL (PwD)
NIT- Andhra Pradesh,16120,17837,M,SC,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,4609,20762,M,SC,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,9584,8448,F,SC (PwD),BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,SC (PwD)
NIT- Andhra Pradesh,14952,3451,M,ST,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,944,54146,F,ST,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,1624,51515,F,General,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,3303,9034,M,General,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,5484,18248,M,General (PwD),BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,General (PwD)
NIT- Andhra Pradesh,17542,17812,F,EWS,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,1379,9188,M,EWS,BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,2777,3359,M,EWS (PwD),BOT,Bio Technology (4 Years of Bachelor of Technology),NIT,60,18000,EWS (PwD)
NIT- Andhra Pradesh,2203,50628,M,OBC-NCL,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,152,50720,F,OBC-NCL,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,1353,8495,F,OBC-NCL (PwD),CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL (PwD)
NIT- Andhra Pradesh,1364,17275,M,SC,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,8670,19154,F,SC,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,14672,8939,M,SC (PwD),CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC (PwD)
NIT- Andhra Pradesh,529,3184,F,ST,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,1500,43864,F,ST,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,2366,43813,F,General,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,3723,2547,M,General,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,7364,7475,F,General (PwD),CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General (PwD)
NIT- Andhra Pradesh,219,8875,M,EWS,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,2420,15226,M,EWS,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,2617,17478,F,OBC-NCL,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,72,7948,M,OBC-NCL,CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,944,2804,F,OBC-NCL (PwD),CHE,Chemical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL (PwD)
NIT- Andhra Pradesh,1482,51996,F,SC,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,11475,47245,M,SC,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,15428,1508,F,SC (PwD),CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC (PwD)
NIT- Andhra Pradesh,2098,8621,M,ST,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,5898,9008,F,ST,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,16271,17460,M,General,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,3633,20633,F,General,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,3880,802,M,General (PwD),CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General (PwD)
NIT- Andhra Pradesh,1372,6703,F,EWS,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,12156,5085,F,EWS,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,17518,2087,F,OBC-NCL,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,1821,50232,M,OBC-NCL,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,4411,57229,F,OBC-NCL (PwD),CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL (PwD)
NIT- Andhra Pradesh,9158,8556,M,SC,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,2758,9697,M,SC,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,5217,16837,F,ST,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,1200,20528,M,ST,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,38403,7820,M,General,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,43741,7715,M,General,CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,6674,2694,F,General (PwD),CE,Civil Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General (PwD)
NIT- Andhra Pradesh,8188,19558,M,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,20992,19909,F,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,36394,466,F,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,9463,3214,M,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,9402,3168,M,OBC-NCL (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL (PwD)
NIT- Andhra Pradesh,2743,5462,F,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,1503,6678,F,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,31864,3348,M,ST,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,36881,3303,M,ST,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,3063,41,M,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,5538,904,M,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,6349,2170,F,General (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General (PwD)
NIT- Andhra Pradesh,11850,17272,F,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,16481,23150,M,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,1395,739,F,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,6768,2614,F,OBC-NCL,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,8295,3725,M,OBC-NCL (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL (PwD)
NIT- Andhra Pradesh,2416,122,F,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,2708,6164,M,SC,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,73130,10208,M,ST,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,13285,291,F,ST,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,57740,3054,F,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,21060,2098,F,General,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,8045,1159,F,General (PwD),CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General (PwD)
NIT- Andhra Pradesh,52472,1324,F,EWS,CSE,Computer Science and Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,9078,36848,M,EWS,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,18359,37950,M,OBC-NCL,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,1649,1758,M,OBC-NCL,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,9456,5973,M,OBC-NCL (PwD),EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL (PwD)
NIT- Andhra Pradesh,3572,6328,F,SC,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,43616,12273,F,SC,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,52765,12307,M,ST,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,1306,749,M,ST,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,7200,6191,F,General,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,9012,5857,F,General,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,26446,2212,F,General (PwD),EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General (PwD)
NIT- Andhra Pradesh,41049,2341,F,EWS,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,12306,33347,M,EWS,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,13581,38642,M,OBC-NCL,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,3005,1561,M,OBC-NCL,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,2817,5632,M,OBC-NCL (PwD),EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL (PwD)
NIT- Andhra Pradesh,40394,7094,M,SC,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,45099,300,M,SC,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,1381,11832,F,ST,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,1756,14485,F,ST,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,6680,5471,F,General,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,7513,6070,M,General,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,496,1901,M,General (PwD),EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General (PwD)
NIT- Andhra Pradesh,13374,2453,M,EWS,EEE,Electrical and Electronics Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,19805,24983,F,EWS,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,6684,28711,M,OBC-NCL,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,9306,889,M,OBC-NCL,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,1674,3990,M,SC,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,2373,4500,F,SC,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,6110,8328,F,ST,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,10759,7568,F,ST,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,225,4188,F,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,1137,3742,M,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,1717,1821,F,EWS,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,103,1739,M,OBC-NCL,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,3543,24683,F,OBC-NCL,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,3871,30453,M,SC,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,188,826,M,SC,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,1183,4097,F,ST,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,1428,5615,M,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,718,8509,M,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,625,12439,M,EWS,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,6745,596,F,OBC-NCL,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,10389,4563,M,OBC-NCL,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,306,3248,F,SC,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,1043,1640,F,SC,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,1589,2046,M,ST,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,2708,58,M,General,ECE,Electronics and Communication Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,5796,43936,M,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,175,41062,F,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,1926,1985,F,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,1984,7498,M,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,62,7127,M,SC,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,568,14913,F,ST,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,1434,19058,F,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,23,6458,M,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,20130,8165,M,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,28889,2971,F,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,3760,42801,M,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,6480,49058,F,OBC-NCL,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,11756,7122,F,OBC-NCL (PwD),ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL (PwD)
NIT- Andhra Pradesh,29326,8222,M,SC,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,7791,13768,F,ST,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,7110,17845,F,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,2264,7294,M,General,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,2520,7577,M,General (PwD),ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General (PwD)
NIT- Andhra Pradesh,18159,2802,F,EWS,ME,Mechanical Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,23986,57822,F,EWS,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,1134,57227,M,OBC-NCL,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,2976,2404,F,OBC-NCL,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,4357,9493,F,SC,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,6768,18316,M,ST,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,12541,22018,M,General,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,3920,8495,M,General,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,6110,10327,F,EWS,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,1708,2997,F,EWS,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,2001,53982,F,OBC-NCL,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,59,54486,F,OBC-NCL,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,OBC-NCL
NIT- Andhra Pradesh,13138,9065,M,SC,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,SC
NIT- Andhra Pradesh,19691,10245,F,ST,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,ST
NIT- Andhra Pradesh,2290,17484,M,General,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,3140,19132,F,General,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,General
NIT- Andhra Pradesh,6938,9276,F,EWS,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
NIT- Andhra Pradesh,16317,2827,F,EWS,MME,Metallurgical and Materials Engineering (4 Years of Bachelor of Technology),NIT,60,18000,EWS
Indian Institute of Engineering Science and Technology- Shibpur,3496,33167,F,OBC-NCL,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,OBC-NCL
Indian Institute of Engineering Science and Technology- Shibpur,3728,40459,M,OBC-NCL,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,OBC-NCL
Indian Institute of Engineering Science and Technology- Shibpur,1774,1247,F,SC,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,SC
Indian Institute of Engineering Science and Technology- Shibpur,1556,8481,F,SC,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,SC
Indian Institute of Engineering Science and Technology- Shibpur,12926,22858,F,ST,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,ST
Indian Institute of Engineering Science and Technology- Shibpur,16787,19124,M,General,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,General
Indian Institute of Engineering Science and Technology- Shibpur,406,5203,M,General,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,General
Indian Institute of Engineering Science and Technology- Shibpur,2155,6815,F,General (PwD),AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,General (PwD)
Indian Institute of Engineering Science and Technology- Shibpur,3064,4428,M,EWS,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,EWS
Indian Institute of Engineering Science and Technology- Shibpur,127,759,M,EWS,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,EWS
Indian Institute of Engineering Science and Technology- Shibpur,5074,23280,F,OBC-NCL,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,OBC-NCL
Indian Institute of Engineering Science and Technology- Shibpur,9282,33057,F,OBC-NCL,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,OBC-NCL
Indian Institute of Engineering Science and Technology- Shibpur,348,4517,M,OBC-NCL (PwD),AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,OBC-NCL (PwD)
Indian Institute of Engineering Science and Technology- Shibpur,3210,6711,F,SC,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,SC
Indian Institute of Engineering Science and Technology- Shibpur,4946,8224,F,SC,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,SC
Indian Institute of Engineering Science and Technology- Shibpur,1159,15970,F,ST,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,ST
Indian Institute of Engineering Science and Technology- Shibpur,1248,4384,F,General,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,General
Indian Institute of Engineering Science and Technology- Shibpur,15828,3518,F,General,AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,General
Indian Institute of Engineering Science and Technology- Shibpur,22994,1431,M,General (PwD),AE,Aerospace Engineering (4 Years of Bachelor of Technology),IIIT,60,18000,General (PwD)
Indian Institute of Engineering Science and Technology- Shibpur,2995,798,F,EWS,ARCH,Architecture (5 Years of Bachelor of Architecture),IIIT,60,18000,EWS
Indian Institute of Engineering Science and Technology- Shibpur,9196,555,M,EWS,ARCH,Architecture (5 Years of Bachelor of Architecture),IIIT,60,18000,EWS
Indian Institute of Engineering Science and Technology- Shibpur,16486,329,F,EWS (PwD),ARCH,Architecture (5 Years of Bachelor of Architecture),IIIT,60,18000,EWS (PwD)
Indian Institute of Engineering Science and Technology- Shibpur,5008,1308,F,OBC-NCL,ARCH,Architecture (5 Years of Bachelor of Architecture),IIIT,60,18000,OBC-NCL
Indian Institute of Engineering Science and Technology- Shibpur,5255,989,F,OBC-NCL,ARCH,Architecture (5 Years of Bachelor of Architecture),IIIT,60,18000,OBC-NCL
Indian Institute of Engineering Science and Technology- Shibpur,2343,131,M,SC,ARCH,Architecture (5 Years of Bachelor of Architecture),IIIT,60,18000,SC
Indian Institute of Engineering Science and Technology- Shibpur,4722,112,M,SC,ARCH,Architecture (5 Years of Bachelor of Architecture),IIIT,60,18000,SC
Indian Institute of Engineering Science and Technology- Shibpur,14753,44,M,ST,ARCH,Architecture (5 Years of Bachelor of Architecture),IIIT,60,18000,ST
Indian Institute of Engineering Science and Technology- Shibpur,22633,838,F,ST,ARCH,Architecture (5 Years of Bachelor of Architecture),IIIT,60,18000,ST
Indian Institute of Engineering Science and Technology- Shibpur,1105,363,F,General,ARCH,Architecture (5 Years of Bachelor of Architecture),IIIT,60,18000,General
Indian Institute of Engineering Science and Technology- Shibpur,2442,468,M,General,ARCH,Architecture (5 Years of Bachelor of Architecture),IIIT,60,18000,General
Indian Institute of Engineering Science and Technology- Shibpur,4334,417,M,General (PwD),ARCH,Architecture (5 Years of Bachelor of Architecture),IIIT,60,18000,General (PwD)
